sale_id,store_id,customer_id,employee_id,sale_date,total_amount
705,33,4,1,2024-12-04,2955.04
706,24,2,7,2024-12-05,3105.73
707,8,9,4,2024-12-06,4355.93
708,2,8,6,2024-12-07,1999.96
709,24,8,8,2024-12-08,1025.73
710,23,8,2,2024-12-09,4924.03
711,21,5,9,2024-12-10,3352.55
712,5,10,9,2024-12-11,1091.41
713,27,4,9,2024-12-12,2102.86
714,2,9,5,2024-12-13,3246.92
715,2,5,9,2024-12-14,1142.94
716,7,10,6,2024-12-15,3399.46
717,2,2,9,2024-12-16,2333.6
718,17,2,9,2024-12-17,2155.48
719,23,5,9,2024-12-18,808.68
720,12,1,7,2024-12-19,4274.65
721,12,1,3,2024-12-20,2750.43
722,3,4,9,2024-12-21,490.88
723,31,9,6,2024-12-22,1808.92
724,13,7,8,2024-12-23,2856.02
725,21,5,8,2024-12-24,4930.91
726,14,1,9,2024-12-25,492.93
727,12,10,10,2024-12-26,3687.1
728,30,5,7,2024-12-27,880.81
729,11,10,1,2024-12-28,3783.93
730,2,4,4,2024-12-29,1657.71
731,1,5,7,2024-12-30,3073.1
732,31,6,7,2024-12-31,4635.24
733,19,1,8,2024-01-01,4609.11
734,31,5,7,2024-01-02,4092.47
735,29,9,8,2024-01-03,4652.27
736,25,5,2,2024-01-04,2960.93
737,5,1,5,2024-01-05,3571.67
738,24,6,4,2024-01-06,4472.2
739,17,6,10,2024-01-07,4255.63
740,4,8,2,2024-01-08,1197.92
741,1,5,9,2024-01-09,4300.83
742,30,8,5,2024-01-10,1492.42
743,33,2,5,2024-01-11,3911.04
744,7,10,4,2024-01-12,1144.55
745,9,6,2,2024-01-13,3739.09
746,10,4,4,2024-01-14,2893.14
747,25,7,1,2024-01-15,1050.07
748,27,2,6,2024-01-16,1643.43
749,1,2,7,2024-01-17,2828.64
750,16,7,8,2024-01-18,3404.47
751,32,9,9,2024-01-19,4442.19
752,12,4,8,2024-01-20,3926.66
753,19,9,7,2024-01-21,277.19
754,17,1,3,2024-01-22,3639.42
755,15,3,5,2024-01-23,2330.79
756,35,3,4,2024-01-24,4229.54
757,17,9,8,2024-01-25,3667.97
758,2,4,7,2024-01-26,1846.34
759,12,4,1,2024-01-27,4712.25
760,2,7,8,2024-01-28,3633.24
761,14,9,7,2024-01-29,3986.65
762,10,10,6,2024-01-30,3863.42
763,1,5,2,2024-01-31,1064.09
764,24,2,2,2024-02-01,789.0
765,7,5,3,2024-02-02,1517.06
766,13,6,9,2024-02-03,1966.57
767,34,4,4,2024-02-04,4196.14
768,30,3,2,2024-02-05,3932.43
769,30,4,9,2024-02-06,3426.94
770,4,5,2,2024-02-07,107.85
771,3,3,8,2024-02-08,4412.1
772,2,10,4,2024-02-09,368.84
773,9,4,8,2024-02-10,3430.16
774,29,8,8,2024-02-11,439.54
775,30,3,3,2024-02-12,2890.87
776,2,4,9,2024-02-13,3340.54
777,34,3,9,2024-02-14,3764.61
778,31,9,10,2024-02-15,1877.13
779,21,3,9,2024-02-16,2405.06
780,15,7,4,2024-02-17,491.33
781,11,10,5,2024-02-18,4877.52
782,19,2,1,2024-02-19,4518.32
783,16,5,5,2024-02-20,2566.04
784,29,6,2,2024-02-21,2651.4
785,12,3,4,2024-02-22,3771.53
786,1,2,5,2024-02-23,1139.15
787,9,5,6,2024-02-24,654.94
788,6,4,1,2024-02-25,1613.46
789,35,6,4,2024-02-26,4670.33
790,20,6,6,2024-02-27,3479.1
791,25,2,1,2024-02-28,4738.24
792,14,5,6,2024-02-29,1738.81
793,9,8,4,2024-03-01,556.77
794,8,4,7,2024-03-02,4323.39
795,35,8,2,2024-03-03,790.13
796,33,7,1,2024-03-04,2091.36
797,19,6,10,2024-03-05,516.74
798,9,10,1,2024-03-06,4112.13
799,32,8,4,2024-03-07,1401.88
800,24,1,1,2024-03-08,421.71
801,14,3,3,2024-03-09,3563.6
802,19,5,2,2024-03-10,2241.44
803,31,6,6,2024-03-11,1340.03
804,21,2,6,2024-03-12,4708.65
805,17,2,9,2024-03-13,4611.1
806,11,3,2,2024-03-14,4343.41
807,23,7,8,2024-03-15,4803.07
808,21,10,5,2024-03-16,1605.14
809,4,1,1,2024-03-17,412.36
810,34,10,3,2024-03-18,4140.52
811,23,10,10,2024-03-19,3569.38
812,17,9,4,2024-03-20,643.89
813,6,4,5,2024-03-21,1304.1
814,33,9,10,2024-03-22,4375.8
815,13,1,9,2024-03-23,2734.68
816,9,2,6,2024-03-24,1185.81
817,6,2,10,2024-03-25,1048.74
818,25,7,6,2024-03-26,1215.37
819,29,2,5,2024-03-27,2096.09
820,10,6,10,2024-03-28,1358.57
821,14,5,2,2024-03-29,4710.17
822,21,4,2,2024-03-30,4813.81
823,23,1,2,2024-03-31,3160.74
824,21,5,1,2024-04-01,2876.55
825,28,8,8,2024-04-02,4739.43
826,33,5,2,2024-04-03,581.25
827,26,7,2,2024-04-04,979.78
828,7,2,5,2024-04-05,4453.01
829,29,2,9,2024-04-06,1737.35
830,27,9,5,2024-04-07,1373.24
831,10,6,9,2024-04-08,3633.54
832,5,7,1,2024-04-09,495.58
833,28,3,8,2024-04-10,315.9
834,32,6,4,2024-04-11,2025.58
835,22,8,4,2024-04-12,994.22
836,18,3,1,2024-04-13,204.82
837,26,4,4,2024-04-14,773.42
838,28,6,6,2024-04-15,408.5
839,14,10,8,2024-04-16,299.6
840,14,5,10,2024-04-17,1120.07
841,8,2,3,2024-04-18,2637.27
842,7,2,2,2024-04-19,537.79
843,2,2,3,2024-04-20,1699.68
844,30,8,1,2024-04-21,1085.98
845,34,5,6,2024-04-22,4341.45
846,35,7,8,2024-04-23,3511.76
847,3,8,1,2024-04-24,4698.12
848,28,3,5,2024-04-25,542.51
849,4,8,2,2024-04-26,785.71
850,2,2,8,2024-04-27,4847.94
851,1,2,9,2024-04-28,1862.07
852,34,2,10,2024-04-29,2791.98
853,30,5,6,2024-04-30,623.99
854,18,6,8,2024-05-01,969.23
855,35,2,10,2024-05-02,1688.06
856,13,1,9,2024-05-03,3408.52
857,11,1,8,2024-05-04,3607.19
858,2,8,4,2024-05-05,1937.86
859,18,1,2,2024-05-06,2543.97
860,21,8,4,2024-05-07,2287.13
861,35,8,6,2024-05-08,158.82
862,29,7,6,2024-05-09,2993.49
863,25,6,3,2024-05-10,2438.33
864,30,8,4,2024-05-11,2471.6
865,30,8,4,2024-05-12,2234.58
866,5,10,4,2024-05-13,3298.97
867,4,6,6,2024-05-14,817.7
868,26,6,8,2024-05-15,1677.26
869,11,4,6,2024-05-16,1110.27
870,7,9,4,2024-05-17,1953.45
871,8,4,4,2024-05-18,2135.35
872,10,3,3,2024-05-19,1297.62
873,31,1,4,2024-05-20,1995.44
874,25,4,5,2024-05-21,4919.28
875,12,8,10,2024-05-22,3435.55
876,3,10,4,2024-05-23,4612.44
877,31,10,4,2024-05-24,4736.14
878,4,5,4,2024-05-25,3738.08
879,2,9,8,2024-05-26,1988.79
880,22,2,1,2024-05-27,3600.8
881,1,4,4,2024-05-28,3832.02
882,30,5,6,2024-05-29,4220.7
883,20,8,7,2024-05-30,3194.21
884,11,8,8,2024-05-31,468.76
885,16,4,2,2024-06-01,2707.24
886,30,10,6,2024-06-02,1564.72
887,6,8,5,2024-06-03,4563.76
888,15,7,8,2024-06-04,1613.52
889,35,1,9,2024-06-05,408.53
890,12,5,1,2024-06-06,2649.0
891,1,5,6,2024-06-07,4302.98
892,12,10,7,2024-06-08,3611.13
893,25,4,5,2024-06-09,2691.1
894,23,10,8,2024-06-10,2078.87
895,12,10,6,2024-06-11,2179.79
896,15,8,1,2024-06-12,2413.3
897,21,5,8,2024-06-13,3364.66
898,8,8,8,2024-06-14,1462.71
899,14,7,3,2024-06-15,2737.72
900,22,2,2,2024-06-16,4687.08
901,21,7,2,2024-06-17,3176.14
902,11,8,8,2024-06-18,1683.58
903,23,2,5,2024-06-19,3546.57
904,10,6,4,2024-06-20,3688.18
905,26,4,9,2024-06-21,1799.53
906,10,10,4,2024-06-22,2618.52
907,31,6,8,2024-06-23,2943.94
908,26,5,5,2024-06-24,1619.72
909,19,2,3,2024-06-25,1521.9
910,30,4,6,2024-06-26,4672.27
911,29,10,1,2024-06-27,2623.96
912,3,10,4,2024-06-28,3507.2
913,21,1,6,2024-06-29,4184.17
914,11,8,10,2024-06-30,1860.97
915,15,2,5,2024-07-01,1985.12
916,33,3,8,2024-07-02,2032.1
917,10,4,5,2024-07-03,925.27
918,15,8,3,2024-07-04,2894.87
919,32,7,3,2024-07-05,858.35
920,5,9,10,2024-07-06,1907.12
921,11,3,6,2024-07-07,1937.68
922,31,4,5,2024-07-08,3679.05
923,25,9,2,2024-07-09,1073.42
924,11,2,2,2024-07-10,842.44
925,27,3,10,2024-07-11,4248.85
926,30,7,4,2024-07-12,4749.86
927,20,7,9,2024-07-13,3765.23
928,27,6,2,2024-07-14,3635.65
929,32,2,8,2024-07-15,3947.48
930,3,9,1,2024-07-16,2807.42
931,17,2,4,2024-07-17,1531.2
932,31,2,2,2024-07-18,4513.34
933,2,3,2,2024-07-19,587.95
934,18,7,5,2024-07-20,4387.69
935,11,2,7,2024-07-21,3076.39
936,22,6,4,2024-07-22,124.47
937,13,9,6,2024-07-23,2726.93
938,3,7,6,2024-07-24,273.96
939,7,1,5,2024-07-25,4215.84
940,24,7,7,2024-07-26,773.17
941,27,8,5,2024-07-27,3178.71
942,10,8,7,2024-07-28,828.53
943,22,10,3,2024-07-29,4596.08
944,29,8,8,2024-07-30,2815.26
945,2,2,3,2024-07-31,2086.2
946,15,6,2,2024-08-01,4151.86
947,13,7,3,2024-08-02,969.89
948,14,8,4,2024-08-03,4818.1
949,5,2,2,2024-08-04,4881.83
950,12,7,9,2024-08-05,3490.39
951,20,2,6,2024-08-06,3090.24
952,14,6,3,2024-08-07,2199.19
953,4,8,6,2024-08-08,3833.24
954,31,7,8,2024-08-09,707.77
955,12,3,7,2024-08-10,2055.75
956,11,1,5,2024-08-11,312.39
957,15,2,3,2024-08-12,3101.33
958,34,8,9,2024-08-13,2415.64
959,9,6,9,2024-08-14,4441.13
960,15,7,3,2024-08-15,1759.76
961,15,9,1,2024-08-16,1186.36
962,3,8,4,2024-08-17,1908.21
963,32,6,2,2024-08-18,781.1
964,25,6,4,2024-08-19,4127.03
965,4,10,9,2024-08-20,213.9
966,16,7,2,2024-08-21,67.51
967,34,9,5,2024-08-22,4559.12
968,28,2,2,2024-08-23,3351.02
969,29,5,4,2024-08-24,2000.27
970,1,2,8,2024-08-25,895.12
971,2,10,8,2024-08-26,4034.78
972,9,10,8,2024-08-27,3747.2
973,13,7,8,2024-08-28,3747.01
974,7,10,3,2024-08-29,1708.0
975,8,7,10,2024-08-30,2990.4
976,22,1,10,2024-08-31,1579.61
977,35,6,9,2024-09-01,86.07
978,15,8,2,2024-09-02,769.55
979,15,8,10,2024-09-03,4703.71
980,1,2,6,2024-09-04,3912.47
981,15,9,1,2024-09-05,930.12
982,26,2,10,2024-09-06,2596.38
983,15,3,4,2024-09-07,4634.86
984,15,3,8,2024-09-08,3252.62
985,20,3,1,2024-09-09,3013.79
986,33,4,6,2024-09-10,2312.19
987,9,9,2,2024-09-11,587.3
988,14,6,4,2024-09-12,3519.58
989,28,5,1,2024-09-13,2187.28
990,25,5,5,2024-09-14,2331.33
991,32,2,10,2024-09-15,2986.99
992,21,10,2,2024-09-16,59.35
993,2,10,7,2024-09-17,2795.23
994,29,1,1,2024-09-18,3768.05
995,28,7,7,2024-09-19,4377.68
996,15,5,8,2024-09-20,476.35
997,23,5,4,2024-09-21,4403.46
998,11,6,10,2024-09-22,4624.25
999,17,9,3,2024-09-23,4685.37
1000,24,7,8,2024-09-24,3259.01
1001,13,8,5,2024-09-25,102.74
1002,12,10,10,2024-09-26,981.84
1003,33,9,5,2024-09-27,3052.4
1004,24,10,1,2024-09-28,4783.83
1005,26,10,5,2024-09-29,4978.46
1006,32,3,10,2024-09-30,3463.83
1007,9,9,10,2024-10-01,3982.38
1008,9,4,10,2024-10-02,3561.14
1009,34,8,7,2024-10-03,673.31
1010,31,4,6,2024-10-04,4080.72
1011,23,10,10,2024-10-05,3066.0
1012,35,3,7,2024-10-06,3430.36
1013,4,2,3,2024-10-07,2460.77
1014,31,5,2,2024-10-08,1872.56
1015,10,9,2,2024-10-09,4351.88
1016,2,10,4,2024-10-10,3226.08
1017,35,9,8,2024-10-11,1475.58
1018,13,4,5,2024-10-12,1443.39
1019,1,4,6,2024-10-13,408.7
1020,28,3,5,2024-10-14,4662.63
1021,9,2,1,2024-10-15,318.46
1022,33,7,10,2024-10-16,3457.38
1023,11,1,3,2024-10-17,4201.57
1024,30,10,4,2024-10-18,3090.41
1025,23,9,8,2024-10-19,2899.57
1026,30,2,5,2024-10-20,1736.05
1027,6,6,4,2024-10-21,256.32
1028,11,4,9,2024-10-22,1198.9
1029,31,9,8,2024-10-23,454.1
1030,30,1,3,2024-10-24,928.47
1031,22,5,4,2024-10-25,2835.45
1032,6,7,5,2024-10-26,4021.13
1033,12,10,8,2024-10-27,3284.18
1034,12,10,4,2024-10-28,4168.68
1035,31,5,9,2024-10-29,1984.47
1036,12,8,4,2024-10-30,3803.1
1037,7,9,9,2024-10-31,3058.67
1038,3,4,1,2024-11-01,676.67
1039,5,6,7,2024-11-02,1504.51
1040,30,9,3,2024-11-03,842.14
1041,31,2,9,2024-11-04,1638.63
1042,11,8,9,2024-11-05,327.23
1043,2,10,2,2024-11-06,4545.51
1044,13,1,2,2024-11-07,1309.57
1045,22,6,6,2024-11-08,4589.66
1046,7,7,1,2024-11-09,2095.21
1047,4,5,2,2024-11-10,2626.44
1048,30,9,3,2024-11-11,4960.18
1049,31,7,6,2024-11-12,2668.09
1050,5,4,4,2024-11-13,4276.36
1051,34,6,6,2024-11-14,3126.21
1052,28,4,1,2024-11-15,4056.81
1053,21,4,7,2024-11-16,2544.74
1054,21,2,9,2024-11-17,1296.69
1055,11,5,8,2024-11-18,2210.72
1056,19,6,2,2024-11-19,2735.52
1057,16,1,1,2024-11-20,2489.48
1058,2,10,5,2024-11-21,3911.39
1059,25,5,1,2024-11-22,4644.63
1060,8,2,2,2024-11-23,4366.69
1061,25,5,5,2024-11-24,1916.06
1062,27,10,5,2024-11-25,4743.75
1063,17,4,4,2024-11-26,1948.5
1064,30,4,9,2024-11-27,2634.27
1065,21,5,2,2024-11-28,2149.37
1066,15,1,3,2024-11-29,3832.86
1067,3,3,2,2024-11-30,4060.86
1068,14,8,6,2024-12-01,3887.61
1069,35,10,9,2024-12-02,1383.25
1070,28,8,8,2024-12-03,1766.65
1071,22,7,4,2024-12-04,687.75
1072,17,10,3,2024-12-05,1786.85
1073,35,3,4,2024-12-06,209.81
1074,34,9,7,2024-12-07,2573.45
1075,9,9,3,2024-12-08,2717.49
1076,2,2,6,2024-12-09,565.07
1077,19,2,5,2024-12-10,3852.06
1078,23,8,9,2024-12-11,3247.37
1079,30,3,2,2024-12-12,4896.38
1080,10,7,4,2024-12-13,2633.17
1081,31,6,2,2024-12-14,2428.72
1082,29,8,6,2024-12-15,3527.5
1083,12,1,10,2024-12-16,3279.62
1084,26,7,7,2024-12-17,4369.18
1085,20,6,6,2024-12-18,1541.15
1086,30,10,5,2024-12-19,1478.76
1087,28,3,4,2024-12-20,4197.86
1088,11,1,3,2024-12-21,3795.48
1089,23,1,7,2024-12-22,3106.35
1090,13,9,4,2024-12-23,4039.48
1091,4,7,9,2024-12-24,2123.1
1092,24,10,9,2024-12-25,2272.48
1093,10,8,6,2024-12-26,1755.5
1094,3,5,6,2024-12-27,2284.88
1095,10,8,1,2024-12-28,4902.96
1096,1,2,7,2024-12-29,965.15
1097,10,7,5,2024-12-30,3376.92
1098,25,2,8,2024-12-31,2931.06
1099,5,4,5,2024-01-01,4511.61
1100,9,5,3,2024-01-02,3646.74
1101,27,5,6,2024-01-03,3155.53
1102,31,7,2,2024-01-04,4917.13
1103,33,6,8,2024-01-05,3824.44
1104,16,7,3,2024-01-06,1900.67
1105,16,5,8,2024-01-07,2143.78
1106,33,1,1,2024-01-08,1431.78
1107,19,8,8,2024-01-09,140.55
1108,31,5,2,2024-01-10,1873.12
1109,30,1,4,2024-01-11,2093.77
1110,6,10,7,2024-01-12,2262.94
1111,18,9,10,2024-01-13,543.06
1112,20,10,6,2024-01-14,2008.01
1113,20,4,2,2024-01-15,198.37
1114,24,6,8,2024-01-16,2625.73
1115,20,3,10,2024-01-17,2536.42
1116,1,6,7,2024-01-18,1277.02
1117,5,9,9,2024-01-19,2128.6
1118,2,7,7,2024-01-20,2180.42
1119,21,10,2,2024-01-21,3454.79
1120,21,1,6,2024-01-22,4957.08
1121,18,7,8,2024-01-23,217.12
1122,17,10,1,2024-01-24,611.02
1123,5,4,7,2024-01-25,4912.16
1124,20,6,10,2024-01-26,3458.68
1125,35,5,1,2024-01-27,723.97
1126,22,9,2,2024-01-28,443.74
1127,13,2,4,2024-01-29,1330.78
1128,20,2,10,2024-01-30,2829.37
1129,8,10,1,2024-01-31,410.64
1130,20,8,3,2024-02-01,2384.06
1131,9,7,2,2024-02-02,422.38
1132,18,5,1,2024-02-03,1149.95
1133,3,8,8,2024-02-04,4507.1
1134,23,1,8,2024-02-05,4421.78
1135,26,9,3,2024-02-06,4227.59
1136,26,8,7,2024-02-07,4447.67
1137,34,3,10,2024-02-08,3514.67
1138,29,5,8,2024-02-09,4701.2
1139,32,2,1,2024-02-10,3551.84
1140,27,7,6,2024-02-11,169.65
1141,34,10,10,2024-02-12,4191.59
1142,25,8,4,2024-02-13,1967.29
1143,9,1,9,2024-02-14,3954.06
1144,4,6,6,2024-02-15,594.44
1145,6,3,6,2024-02-16,2858.78
1146,17,2,5,2024-02-17,4933.87
1147,19,3,2,2024-02-18,3571.79
1148,17,9,6,2024-02-19,4808.26
1149,31,6,4,2024-02-20,3191.77
1150,20,2,7,2024-02-21,2382.31
1151,11,1,10,2024-02-22,1277.1
1152,9,7,6,2024-02-23,3097.76
1153,26,6,7,2024-02-24,3103.04
1154,7,7,8,2024-02-25,779.3
1155,9,8,4,2024-02-26,3865.6
1156,14,1,7,2024-02-27,1428.97
1157,15,10,2,2024-02-28,717.82
1158,12,8,7,2024-02-29,3160.47
1159,28,1,4,2024-03-01,1706.19
1160,32,8,10,2024-03-02,1110.79
1161,19,8,8,2024-03-03,2940.06
1162,15,8,10,2024-03-04,2975.69
1163,2,9,9,2024-03-05,1054.53
1164,29,10,7,2024-03-06,4223.25
1165,3,10,5,2024-03-07,595.45
1166,28,7,7,2024-03-08,1831.13
1167,29,2,7,2024-03-09,3263.96
1168,22,6,1,2024-03-10,3877.2
1169,29,3,3,2024-03-11,3521.93
1170,11,9,10,2024-03-12,1787.84
1171,23,7,3,2024-03-13,4468.7
1172,1,3,10,2024-03-14,2558.98
1173,28,9,3,2024-03-15,2257.08
1174,25,2,4,2024-03-16,2099.19
1175,33,6,2,2024-03-17,3807.5
1176,29,1,10,2024-03-18,2248.22
1177,17,2,4,2024-03-19,3804.1
1178,24,9,9,2024-03-20,4037.8
1179,28,7,6,2024-03-21,1525.69
1180,17,8,7,2024-03-22,3522.25
1181,33,1,7,2024-03-23,69.04
1182,7,4,3,2024-03-24,4435.09
1183,30,2,1,2024-03-25,3161.96
1184,33,3,6,2024-03-26,3960.9
1185,30,5,7,2024-03-27,3513.06
1186,4,1,7,2024-03-28,3359.04
1187,31,3,3,2024-03-29,3311.89
1188,21,7,1,2024-03-30,4529.59
1189,33,9,10,2024-03-31,4237.66
1190,8,6,3,2024-04-01,4481.71
1191,2,9,6,2024-04-02,3713.94
1192,19,5,3,2024-04-03,4587.16
1193,25,1,6,2024-04-04,1167.45
1194,32,1,6,2024-04-05,1417.27
1195,23,5,1,2024-04-06,4856.64
1196,12,3,7,2024-04-07,1484.77
1197,1,7,1,2024-04-08,2902.64
1198,23,6,4,2024-04-09,1257.33
1199,6,7,5,2024-04-10,1600.58
1200,16,1,9,2024-04-11,4899.33
1201,11,9,4,2024-04-12,1016.04
1202,10,5,2,2024-04-13,2470.38
1203,2,9,1,2024-04-14,1490.69
1204,26,6,10,2024-04-15,1403.24
1205,4,7,8,2024-04-16,2111.25
1206,14,8,6,2024-04-17,3222.62
1207,8,4,3,2024-04-18,3111.1
1208,6,4,2,2024-04-19,3548.79
1209,31,6,10,2024-04-20,4079.19
1210,13,2,8,2024-04-21,1881.86
1211,10,7,6,2024-04-22,2126.26
1212,2,9,5,2024-04-23,3692.37
1213,26,9,3,2024-04-24,465.85
1214,32,2,2,2024-04-25,2161.17
1215,34,4,5,2024-04-26,973.25
1216,23,4,5,2024-04-27,3143.83
1217,26,10,7,2024-04-28,3427.57
1218,18,7,3,2024-04-29,4560.58
1219,32,8,3,2024-04-30,373.01
1220,35,10,7,2024-05-01,3560.37
1221,9,10,2,2024-05-02,2736.52
1222,34,7,6,2024-05-03,3176.52
1223,22,9,10,2024-05-04,4812.34
1224,13,1,8,2024-05-05,3130.52
1225,18,3,9,2024-05-06,3540.73
1226,7,1,9,2024-05-07,4497.21
1227,11,9,7,2024-05-08,2578.44
1228,5,2,4,2024-05-09,1115.72
1229,31,9,3,2024-05-10,3800.57
1230,29,10,2,2024-05-11,1924.23
1231,13,8,2,2024-05-12,3202.04
1232,2,7,10,2024-05-13,3299.71
1233,17,8,2,2024-05-14,1101.92
1234,28,6,10,2024-05-15,1114.09
1235,34,4,9,2024-05-16,598.02
1236,4,3,7,2024-05-17,4653.42
1237,4,9,1,2024-05-18,1362.98
1238,31,9,8,2024-05-19,2415.88
1239,18,3,3,2024-05-20,2866.0
1240,12,8,8,2024-05-21,1254.35
1241,10,10,2,2024-05-22,2767.22
1242,13,10,9,2024-05-23,1954.85
1243,20,7,5,2024-05-24,1659.02
1244,8,6,1,2024-05-25,954.75
1245,24,3,10,2024-05-26,1886.8
1246,18,10,8,2024-05-27,610.46
1247,20,5,9,2024-05-28,4388.33
1248,33,9,10,2024-05-29,1535.07
1249,27,3,4,2024-05-30,3161.42
1250,4,1,4,2024-05-31,4384.2
1251,7,8,7,2024-06-01,2707.06
1252,14,6,5,2024-06-02,2115.69
1253,26,4,7,2024-06-03,56.27
1254,5,3,9,2024-06-04,1277.67
1255,2,3,10,2024-06-05,522.54
1256,15,6,8,2024-06-06,4936.18
1257,20,3,8,2024-06-07,729.66
1258,20,5,8,2024-06-08,1370.02
1259,31,7,4,2024-06-09,1330.48
1260,9,7,8,2024-06-10,4857.75
1261,29,10,7,2024-06-11,4446.68
1262,5,5,3,2024-06-12,392.12
1263,13,9,8,2024-06-13,3522.46
1264,30,5,5,2024-06-14,2024.96
1265,28,5,2,2024-06-15,123.1
1266,2,9,5,2024-06-16,1975.17
1267,21,4,5,2024-06-17,1141.18
1268,25,9,6,2024-06-18,4892.09
1269,21,8,2,2024-06-19,3530.33
1270,20,5,10,2024-06-20,704.56
1271,32,2,1,2024-06-21,4735.96
1272,14,7,4,2024-06-22,2855.08
1273,15,4,5,2024-06-23,530.84
1274,31,9,5,2024-06-24,3044.21
1275,24,3,3,2024-06-25,2011.51
1276,10,8,8,2024-06-26,4851.51
1277,17,5,1,2024-06-27,827.24
1278,15,8,5,2024-06-28,886.8
1279,19,4,6,2024-06-29,172.25
1280,27,4,8,2024-06-30,1790.89
1281,29,4,10,2024-07-01,376.69
1282,8,2,8,2024-07-02,712.22
1283,28,3,10,2024-07-03,2203.01
1284,22,4,7,2024-07-04,1507.54
1285,11,6,7,2024-07-05,1058.09
1286,22,4,6,2024-07-06,4820.33
1287,11,4,2,2024-07-07,1906.85
1288,16,6,4,2024-07-08,1639.02
1289,23,9,1,2024-07-09,1339.37
1290,19,1,6,2024-07-10,4456.61
1291,7,9,4,2024-07-11,667.33
1292,9,8,6,2024-07-12,520.97
1293,21,5,1,2024-07-13,1213.89
1294,28,6,5,2024-07-14,3938.29
1295,14,8,4,2024-07-15,673.79
1296,1,9,7,2024-07-16,3967.12
1297,24,4,9,2024-07-17,1152.61
1298,1,10,1,2024-07-18,3187.33
1299,10,7,6,2024-07-19,4536.26
1300,28,3,2,2024-07-20,4228.34
1301,11,6,7,2024-07-21,4965.71
1302,6,10,4,2024-07-22,3711.41
1303,18,9,7,2024-07-23,148.61
1304,24,4,3,2024-07-24,3109.31
1305,33,4,3,2024-07-25,655.19
1306,13,5,5,2024-07-26,1414.06
1307,24,6,10,2024-07-27,3354.84
1308,29,7,4,2024-07-28,2539.53
1309,11,4,2,2024-07-29,3735.39
1310,24,10,2,2024-07-30,4843.63
1311,6,2,2,2024-07-31,4458.23
1312,4,8,10,2024-08-01,1257.41
1313,10,3,5,2024-08-02,2302.79
1314,25,5,1,2024-08-03,4033.74
1315,14,3,5,2024-08-04,667.39
1316,32,9,7,2024-08-05,3197.08
1317,1,5,2,2024-08-06,3788.24
1318,30,6,9,2024-08-07,4738.23
1319,1,10,10,2024-08-08,4393.54
1320,20,2,10,2024-08-09,3181.36
1321,8,4,5,2024-08-10,4262.38
1322,17,10,2,2024-08-11,2983.69
1323,8,3,4,2024-08-12,864.86
1324,28,4,3,2024-08-13,2296.59
1325,8,3,4,2024-08-14,3216.36
1326,8,9,10,2024-08-15,1543.98
1327,4,1,10,2024-08-16,931.04
1328,26,8,10,2024-08-17,3169.37
1329,17,4,8,2024-08-18,1316.44
1330,16,10,2,2024-08-19,3449.92
1331,16,1,3,2024-08-20,1305.65
1332,20,4,6,2024-08-21,1228.31
1333,6,6,5,2024-08-22,4660.79
1334,22,9,7,2024-08-23,1705.25
1335,5,4,7,2024-08-24,2976.15
1336,31,7,4,2024-08-25,3596.56
1337,16,5,8,2024-08-26,1867.07
1338,15,3,8,2024-08-27,2219.15
1339,20,1,3,2024-08-28,2234.48
1340,8,2,5,2024-08-29,3337.76
1341,24,4,3,2024-08-30,3423.27
1342,25,9,2,2024-08-31,55.52
1343,30,1,5,2024-09-01,3284.04
1344,29,10,7,2024-09-02,4334.2
1345,33,6,1,2024-09-03,4043.98
1346,17,6,10,2024-09-04,2935.67
1347,21,5,8,2024-09-05,1739.58
1348,4,9,10,2024-09-06,1096.11
1349,8,6,6,2024-09-07,3943.47
1350,24,7,7,2024-09-08,3863.67
1351,11,10,4,2024-09-09,2402.76
1352,27,7,2,2024-09-10,4577.59
1353,13,10,2,2024-09-11,3493.76
1354,32,7,10,2024-09-12,2347.15
1355,23,3,8,2024-09-13,3282.19
1356,4,8,9,2024-09-14,3128.22
1357,1,3,1,2024-09-15,1569.64
1358,6,7,9,2024-09-16,1812.35
1359,20,5,9,2024-09-17,3723.82
1360,9,3,3,2024-09-18,1342.92
1361,32,3,9,2024-09-19,3420.7
1362,30,4,2,2024-09-20,4088.74
1363,4,8,7,2024-09-21,880.83
1364,24,2,8,2024-09-22,4741.85
1365,26,2,7,2024-09-23,472.58
1366,15,7,3,2024-09-24,2979.2
1367,29,1,8,2024-09-25,1072.71
1368,16,4,7,2024-09-26,484.14
1369,5,7,10,2024-09-27,3439.02
1370,28,10,5,2024-09-28,2539.92
1371,27,6,5,2024-09-29,4446.2
1372,30,6,10,2024-09-30,2465.97
1373,30,6,9,2024-10-01,967.37
1374,9,3,7,2024-10-02,3447.6
1375,26,9,10,2024-10-03,3366.89
1376,2,6,2,2024-10-04,4730.16
1377,24,5,7,2024-10-05,3669.04
1378,22,7,4,2024-10-06,2364.8
1379,19,8,10,2024-10-07,1624.27
1380,9,10,2,2024-10-08,4230.45
1381,20,9,9,2024-10-09,4252.31
1382,14,9,1,2024-10-10,1104.65
1383,20,6,2,2024-10-11,2345.68
1384,20,6,9,2024-10-12,4472.37
1385,31,10,10,2024-10-13,3090.45
1386,28,5,8,2024-10-14,2470.7
1387,1,9,5,2024-10-15,3884.1
1388,23,8,7,2024-10-16,906.49
